id_book,name_book
616-0/О421-998622,
616-0/О512-560126,
616-0/О512-787421,
616-0/О588-918852,
616-0/О588-918852,"Онкология [Текст] : учебник для студентов медицинских вузов / ред. : В. И. Чиссов, С. Л. Дарьялова, 2007. - 560 с."
616-0/О747-098462,
616-0/О747-134536,
616-0/О747-134536,"Ослопов, Владимир Николаевич. Общий уход за больными в терапевтической клинике [Текст] : учебное пособие для студентов медицинских вузов / В. Н. Ослопов, О. В. Богоявленская, 2007. - 400 с."
616-0/О747-195829,
616-0/О747-195829,"Ослопов, Владимир Николаевич. Общий уход за больными в терапевтической клинике [Текст] : учебное пособие для студентов медицинских вузов / В. Н. Ослопов, О. В. Богоявленская, 2008. - 464 с."
616-0/О747-207506,
616-0/О747-207506,"Ослопов, Владимир Николаевич. Общий уход за больными в терапевтической клинике [Текст] : учебное пособие для студентов медицинских вузов / В. Н. Ослопов, О. В. Богоявленская, 2009. - 464 с."
616-0/О747-427920,
616-0/О747-687417,
616-0/О747-687417,"Ослопов, Владимир Николаевич. Общий уход за больными в терапевтической клинике [Текст] : учебное пособие для студентов медицинских вузов / В. Н. Ослопов, О. В. Богоявленская, 2013. - 464 с."
616-0/О747-771371224,
616-0/О747-804390,
616-0/О747-804390,"Ослопов, Владимир Николаевич. Общий уход за больными в терапевтической клинике [Текст] : учебное пособие для студентов медицинских вузов / В. Н. Ослопов, О. В. Богоявленская, 2006. - 400 с."
616-0/П270-327729,
616-0/П444-050356,"Подоксенов, Юрий Кириллович. Патофизиология нарушений кислотно-основного состояния [Текст] : учебное пособие / Ю. К. Подоксенов, Н. В. Рязанцева, А. П. Зима ; рец. Ю. Ю. Вечерский, 2013. - 84 с."
616-0/П691-484076,
616-0/П691-484076,"Практикум по функциональной диагностике [Текст] : учебное пособие в 2 частях : для студентов, обучающихся по основным профессиональным образовательным программам высшего профессионального образования - программам специалитета по направлениям подготовки: 30.05.02 - Медицинская биофизика и 30.05.03 - Медицинская кибернетика. Часть 2 / А. В. Носарев [и др.] ; рец. Л. В. Капилевич, 2021. - 68 с."
616-0/Р266-526853,
616-0/Р321-466710,
616-0/Р321-556929,
616-0/Р321-556929,"Ревматология. 2006 [Текст] / Ассоциация ревматологов России (М.), 2006. - 288 с."
616-0/Р321-556929,"Ревматология. 2006 [Текст] : руководство / Ассоциация ревматологов России (М.), 2006. - 288 с."
616-0/Р321-726612,
616-0/Р851-861018,
616-0/Р851-861018,"Руководство к практическим занятиям по общей патологии [Текст] : учебное пособие в 2-х частях : для студентов, обучающихся по основным образовательным программам – программам специалитета по специальностям: 060601.65 – Медицинская биохимия, 060602.65 – Медицинская биофизика, 060609.65 – Медицинская кибернетика / Р. И. Плешко [и др.] ; под ред. И. В. Суходоло ; рец. М. В. Завьялова ; Сибирский медицинский университет (Томск). Часть 1 : Общий курс, 2017. - 102 с."
616-0/Р851-861018,"Руководство к практическим занятиям по общей патологии [Текст] : учебное пособие для студентов, обучающихся по основным образовательным программам – программам специалитета по специальностям: 060601.65 – Медицинская биохимия, 060602.65 – Медицинская биофизика, 060609.65 – Медицинская кибернетика : в 2-х частях / Р. И. Плешко [и др.] ; рец. М. В. Завьялова ; Сибирский медицинский университет (Томск). Часть 1 : Общий курс, 2017. - 102 с."
616-0/С324-560090240,
616-0/С414-333087,
616-0/С414-616023,"Ситуационные задачи по внутренним болезням [Текст] : учебное пособие / Э. И. Белобородова [и др.], 1995. - 72 с."
616-0/С568-682862,
616-0/С568-682862,"Современные технологии лабораторной медицины [Текст] : учебное пособие для студентов, обучающихся по специальностям 060112 - медицинская биохимия, 060113 - медицинская биофизика, 060114 - медицинская кибернетика / Н. В. Рязанцева [и др.], 2008. - 360 с."
616-0/С823-276186,"Сторожаков, Геннадий Иванович. Поликлиническая терапия [Текст] : учебник для студентов медицинских вузов / Г. И. Сторожаков, И. И. Чукаева, А. А. Александров, 2007. - 704 с."
616-0/Т464-760225,
616-0/У895-136114,
616-0/У910-478545,
616-0/У910-478545,"Учебная и производственная практики для студентов направления подготовки ""Социальная работа"" [Текст] : учебно-методическое пособие / Сибирский медицинский университет (Томск), кафедра социальной работы, социальной и клинической психологии, 2017. - 42 с."
616-0/У910-573918,
616-0/У910-573918,"Учебная история болезни в терапевтической клинике [Текст] : учебное пособие для студентов 3, 4 и 5 курсов врачебных факультетов и медико-биологического факультета СибГМУ / Я. В. Поровский [и др.] ; рец.: В. В. Калюжин, А. В. Тетенева, 2020. - 150 с."
616-0/Ф939-563275,
616-0/Ш379-431865,
616-0/Э413-488341,
616-0/Э413-897402,
616-0/Я311-481484,
616-001.28/К630-344199,
616-001/О457-459547,
616-001/Т612-946841,
616-001/Т650-573247,
616-001/Т650-997075,"Травматология и ортопедия [Текст] : Учебник / Г. С. Юмашев, С. З. Горшков, Л. Л. Силин, 1990. - 575 с."
616-002.2/М395-165823,"Маянский, Дмитрий Николаевич. Хроническое воспаление [Текст] / Д.Н. Маянский; АМН СССР, 1991. - 270 с."
616-002.5(075.8/Ш361-390279,
616-002.5/В428-149327,"Визель, Александр Андреевич. Туберкулез [Текст] : Этиология, патогенез, клинические формы, диагностика, лечение / А. А. Визель, М. Э. Гурылева; Ред. М. И. Перельман, 1999. - 208 с."
616-002.5/Т191-834140,
616-002.77/Р321-823622,
616-002.77/Р321-823622,"Ревматические болезни [Текст] : руководство для врачей / Институт ревматологии РАМН (М.), 1997. - 520 с."
616-002/Т811-545523,
616-005.1/Б250-896251,"Баркаган, Зиновий Соломонович. Диагностика и контролируемая терапия нарушений гемостаза [Текст] : справочное пособие / З. С. Баркаган, А. П. Момот, 2001. - 296 c."
616-006/Б204-049174726,
616-006/Г195-336739,
616-006/Г195-336739,"Ганцев, Шамиль Ханафиевич. Онкология [Текст] : учебник для студентов медицинских вузов / Ш. Х. Ганцев, 2006. - 488 с."
616-006/Д138-047659,
616-006/О588-302374,
616-006/О588-500021,
616-006/О588-500021,"Онкология [Текст] : учебник для студентов учреждений высшего профессионального образования, обучающихся по дисциплине ""Онкология"" по специальности 060105.65 ""Стоматология"" / Л. З. Вельшер [и др.], 2009. - 512 с."
616-008.9-039.1/К640-779327,"Кон Р.М. Ранняя диагностика болезней обмена веществ [Текст] / Р.М.Кон, К.С.Рот, 1986. - 636 с."
616-008.9-074/Б638-618806,"Биохимические методы исследования в клинико-диагностических лабораториях [Текст] : учебное пособие для студентов медицинских вузов / О. А. Тимин [и др.], 2002. - 244 с."
616-008.924.1/Н306-102534,
616-008/Ф422-711674,
616-018/С329-802739,
616-018/С329-802739,"Серов В. В. Соединительная ткань (функциональная морфология и общая патология) [Текст] / В. В.Серов, А. Б.Шехтер, 1981. - 312 с."
616-036/Н731-676577,
616-053.2(07)/М139-202666,
616-053.2-07(07/М139-349795,"Мазурин, Андрей Владимирович. Пропедевтика детских болезней [Текст] : рекомендовано Министерством образования / А. В. Мазурин, И. М. Воронцов, 2001. - 928 с."
616-053.2-083(0/Д758-794062,
616-053.2/В285-117667,"Вельтищев, Юрий Евгеньевич. Неотложные состояния у детей [Текст] : справочник / Ю. Е. Вельтищев, В. Е. Шаробаро, Т. Г. Степина ; ред. : Ю. Е. Вельтищев, 2004. - 352 с."
616-053.2/В756-189925,
616-053.2/В756-189925,"Воронцов, Игорь Михайлович. Пропедевтика детских болезней [Текст] : учебник для студентов учреждений высшего профессионального образования, обучающихся по дисциплине ""Пропедевтика детских болезней"", по специальностям 060103.65 ""Педиатрия"", 060101.65 ""Лечебное дело"" и 060104.65 ""Медико-профилактическое дело"" / И. М. Воронцов, А. В. Мазурин, 2009. - 1008 с."
616-053.2/В756-387305,
616-053.2/Д386-408857,
616-053.2/Д386-879233,
616-053.2/Д386-879233,"Детские болезни [Текст] : учебник для студентов медицинских вузов / ред. : А. А. Баранов, 2009. - 1008 с."
616-053.2/Д386-947298,
616-053.2/Д758-165199,
616-053.2/Е410-113372,
616-053.2/З335-448421,
616-053.2/З335-448421,"Запруднов, Анатолий Михайлович. Общий уход за детьми [Текст] : учебное пособие для студентов учреждений высшего профессионального образования, обучающихся по специальности 060103.65 ""Педиатрия"" по дисциплине ""Общий уход за детьми"" / А. М. Запруднов, К. И. Григорьев, 2011. - 416 с."
616-053.2/И328-787598,
616-053.2/И328-787598,"Избранные лекции по педиатрии. Вопросы неотложной помощи [Текст] : учебное пособие / Е. И. Кондратьева [и др.] ; ред.: Е. И. Кондратьева, Е. Ю. Тютева, 2009. - 266 с."
616-053.2/К202-257798,
616-053.2/К347-847926,
616-053.2/К395-368315,
616-053.2/Л436-926992,
616-053.2/Л436-926992,"Лекции по поликлинической педиатрии [Текст] : учебное пособие для системы постдипломного образования / Всероссийский учебно-научно-методический центр по непрерывному медицинскому и фармацевтическому образованию (М.), 2005. - 448 с."
616-053.2/О753-615612,
616-053.2/О753-615612,"Основы превентивной педиатрии [Текст] : учебное пособие для студентов, обучающихся по специальности 040200 - педиатрия / Т. А. Нагаева [и др.], 2007. - 272 с."
616-053.2/П240-465035,
616-053.2/П240-490434,
616-053.2/П240-665345,
616-053.2/П240-705193,
616-053.2/П501-045380,"Поликлиническая педиатрия [Текст] : учебник для студентов медицинских вузов по специальности 060103 (040200) - ""Педиатрия"" / ред. : А. С. Калмыкова, 2008. - 624 с."
616-053.2/П817-633813,
616-053.2/Р311-363460,
616-053.2/Р851-964986,
616-053.2/Р851-964986,"Руководство по методике обследования здорового и больного ребенка [Текст] : учебное пособие для студентов педиатрического факультета медицинских вузов / Сибирский медицинский университет (Томск), 2011. - 167 с."
616-053.2/Р851-964986,"Руководство по методике обследования здорового и больного ребенка [Текст] : учебное пособие для студентов педиатрического факультета медицинских вузов / Сибирский медицинский университет (Томск), кафедра поликлинической педиатрии с курсом пропедевтики детских болезней, 2011. - 167 с."
616-053.2/Т506-179177,
616-053.2/Ш122-058370,
616-053.2/Ш122-058370,"Шабалов, Николай Павлович (педиатрия ; 19390321). Детские болезни [Текст] : в 2 томах : учебник для студентов, обучающихся по специальности 040200 - Педиатрия. - (Национальная медицинская библиотека). Том 1, 2008. - 928 с."
616-053.2/Ш122-207578,
616-053.2/Ш122-358453,
616-053.3/П206-445701,
616-053.3/Ш122-271201,"Шабалов, Николай Павлович (педиатрия ; 19390321). Неонатология [Текст] : учебное пособие для студентов, обучающихся по специальности 040200 - Педиатрия : в 2-х томах. Том 1, 2006. - 608 с."
616-053.3/Ш122-536810,
616-053.31/А918-225067,"Асфиксия новорожденных [Текст] : монография / Н. П. Шабалов [и др.], 1990. - 187 с."
616-053/З335-333652,
616-056.7/Б866-128452,
616-056.7/Б866-128452,"Бочков, Николай Павлович. Клиническая генетика [Текст] : учебник для студентов медицинских вузов / Н. П. Бочков, 2001. - 448 с."
616-056.7/Б866-276588,"Бочков, Николай Павлович. Клиническая генетика [Текст] : учебник для студентов медицинских вузов / Н. П. Бочков, 2002. - 448 с."
616-056.7/Н314-220537,
616-056.7/Н314-387556,
616-056/Б866-130935,
616-056/Б866-172488,
616-056/Б866-172488,"Бочков, Николай Павлович. Клиническая генетика [Текст] : учебник для студентов вузов, обучающихся по специальностям 040100 - Лечебное дело, 040200 - Педиатрия, 040300 - Медико-профилактическое дело, 040400 - Стоматология, 040800 - Медицинская биохимия, 040900 - Медицинская биофизика, 041000 - Медицинская кибернетика / Н. П. Бочков ; рец.: В. И. Иванов, В. П. Пузырев, 2004. - 480 с."
616-056/Б866-172488,"Бочков, Николай Павлович. Клиническая генетика [Текст] : учебник для студентов вузов, обучающихся по специальностям 040100 - Лечебное дело, 040200 - Педиатрия, 040300 - Медико-профилактическое дело, 040400 - Стоматология, 040800 - Медицинская биохимия, 040900 - Медицинская биофизика, 041000 - Медицинская кибернетика / Н. П. Бочков, 2004. - 480 с."
616-056/Б866-971837,
616-056/Б866-971837,"Бочков, Николай Павлович. Клиническая генетика [Текст] : учебник для студентов, обучающихся по специальностям 040100 - Лечебное дело, 040200 - Педиатрия, 040300 - Медико-профилактическое дело, 040400 - Стоматология, 040800 - Медицинская биохимия, 040900 - Медицинская биофизика, 041000 - Медицинская кибернетика / Н. П. Бочков, 2006. - 480 с."
616-056/Д386-219851,
616-056/О455-283959,
616-057/А860-091353,"Артамонова, Воля Георгиевна. Профессиональные болезни [Текст] : учебное пособие / В. Г. Артамонова, Н. Н. Шаталов, 1988. - 414 с."
616-057/А860-915267,
616-057/А860-915267,"Артамонова, Воля Георгиевна. Профессиональные болезни [Текст] : учебник для студентов медицинских вузов / В. Г. Артамонова, Н. А. Мухин, 2006. - 480 с."
616-057/Р851-253201,"Руководство по профессиональным заболеваниям [Текст] : в 2 томах / Ред. Н. Ф. Измеров. Том 2, 1983. - 383 с."
616-057/Р851-429006,"Руководство по профессиональным заболеваниям [Текст] : в 2-х т. / под ред. Измерова Н.Ф. Том 1, 1983. - 320 с."
616-07/В812-107454,
616-07/К467-770187,
616-07/М925-531235,
616-07/М925-633741,
616-07/М925-633741,"Мухин, Николай Алексеевич. Пропедевтика внутренних болезней [Текст] : учебник для вузов / Н. А. Мухин, В. С. Моисеев, 2004. - 768 с."
616-07/М925-681847,
616-07/М925-681847,"Мухин, Николай Алексеевич. Пропедевтика внутренних болезней [Текст] : учебник с приложением на компакт-диске для студентов медицинских вузов / Н. А. Мухин, В. С. Моисеев, 2009. - 848 с."
616-07/М925-885745,
616-07/М925-885745,"Мухин, Николай Алексеевич. Пропедевтика внутренних болезней [Текст] : учебник для студентов медицинских вузов / Н. А. Мухин, В. С. Моисеев, 2008. - 848 с."
616-07/М925-998200,
616-07/О512-387668,
616-07/О512-548603,
616-07/О512-893050,
616-07/О741-012356,
616-07/П817-321430,
616-07/П817-321430,"Пропедевтика внутренних болезней. Неотложные терапевтические состояния в стоматологии [Текст] : учебное пособие для студентов высших медицинских и фармацевтических учебных заведений, обучающихся по специальности 060105 (040400) ""Стоматология"" / Ф. Ф. Тетенев [и др.], 2011. - 171 с."
616-07/Р851-376032,
616-07/Р851-376032,"Руководство по клиническому обследованию больного [Текст] : для врачей, оказывающих первичную медико-санитарную помощь : пер. с англ., доп. / ред. : А. А. Баранов [и др.], 2007. - 648 с."
616-07/Р851-643004,"Руководство по лабораторным методам диагностики [Текст] : учебное пособие для системы послевузовского профессионального образования врачей : для врачей и фельдшеров, оказывающих первичную медико-санитарную помощь / Ассоциация медицинских обществ по качеству (М.), 2007. - 800 с."
616-07/Р851-846191,
616-07/Р851-880494,
616-07/Р851-880494,"Руководство по овладению профессиональным комментарием клинической картины [Текст] : учебное пособие для студентов высших медицинских учебных заведений / Ф. Ф. Тетенев [и др.], 2014. - 148 с."
616-07/С323-167230,
616-07/С449-900792,
616-07/Ф947-663086654,
616-07/Ч651-166523,
616-07/Ч651-580977,
616-07/Ч651-604233,
616-071.3/А223-509970,"Автандилов, Георгий Герасимович. Медицинская морфометрия [Текст] : руководство / Г. Г. Автандилов, 1990. - 382 с."
616-071/К493-568361,
616-071/Ч965-440679,
616-071/Ч965-968834,"Чучалин, Александр Григорьевич. Клиническая диагностика [Текст] : руководство для практикующих врачей / А. Г. Чучалин, Е. В. Бобков, 2006. - 312 с."
616-073/Л590-147680,"Линденбратен, Леонид Давидович. Медицинская рентгенология [Текст] : учебник для студентов медицинских институтов / Л. Д. Линденбратен, Л. Б. Наумов, 1984. - 384 с."
616-073/Н401-355487,
616-073/Р154-293340,
616-074/Л125-795889,
616-08/О776-917295,
616-08/П501-232534,
616-08/П501-232534,"Поликлиническая педиатрия. Общие и частные вопросы диспансеризации больных детей и подростков [Текст] : учебное пособие для студентов, обучающихся по основным образовательным программам - программам специалитета по специальности ""Педиатрия"" / Т. А. Нагаева [и др.] ; рец. М. В. Колосова, 2015. - 140 с."
616-083(075.32)/М925-246874,
616-083(075.32)/М925-246874,"Мухина С. А. Общий уход за больными [Текст] : Учебное пособие / С. А.Мухина, И. И.Тарновская, 1989. - 254 с."
616-083/Б949-893394985,
616-083/Н528-078498,
616-083/У911-840425568,
616-084.3/Н726-551120,
616-089.43/С473-019194,
616-089.5/А667-275499,
616-089.5/А667-497994,
616-089.844/И543-268865,
616-089/В647-171650,"Возрождение истины [Текст] : очерки по истории кафедры оперативной хирургии и топографической анатомии им. Э. Г. Салищева (1890-2005-...) / Сибирский медицинский университет (Томск), НИИ микрохирургии ТНЦ СО РАМН (Томск), 2005. - 100 с."
616-089/Е251-001846,
616-089/Е251-001846,"Евсеев, Максим Александрович. Уход за больными в хирургической клинике [Текст] : учебное пособие для студентов медицинских вузов / М. А. Евсеев, 2008. - 192 с."
616-089/К651-834882,"Контрольные тесты по анестезиологии-реаниматологии для студентов медицинских ВУЗов (лечебно-профилактических факультетов) [Текст] : учебное пособие / В. Е. Шипаков [и др.] ; под ред. Шипакова В. Е., 2005. - 76 с."
616-089/О753-395736,
616-089/С897-108645,
616-089/С897-108645,"Сумин, Сергей Александрович. Анестезиология и реаниматология [Текст] : учебное пособие для системы последипломного образования врачей-анестезиологов-реаниматологов : в 2 томах. Том 1, 2010. - 928 с."
616-089/С897-190976,
616-089/С897-190976,"Сумин, Сергей Александрович. Анестезиология и реаниматология [Текст] : учебное пособие для системы последипломного профессионального образования врачей-анестезиологов-реаниматологов : в 2 томах. Том 2, 2010. - 872 с."
616-089/Ф333-619657,"Федоров, Игорь Владимирович. Эндоскопическая хирургия [Текст] : практическое руководство / И. В. Федоров, Е. И. Сигал, Л. Е. Славин, 2009. - 544 с."
616-09/Б825-282039,
616-091(075)/С873-936347,
616-091(075)/С873-936347,"Струков, Анатолий Иванович. Патологическая анатомия [Текст] : учебник для студентов медицинских вузов / А. И. Струков, В. В. Серов, 1995. - 688 с."
616-091(075.8)/П146-571410,
616-091(075.8)/П146-571410,"Пальцев, Михаил Александрович (патологическая анатомия ; 19491109). Патологическая анатомия [Текст] : учебник для студентов медицинских вузов : в 2 томах. - (Учебная литература для студентов медицинских вузов). Том 1 : Общий курс, 2001. - 528 с."
616-091(075.8)/П146-740186,
616-091(075.8)/П146-849416,
616-091(076.5)/П146-954048,
616-091(076.5)/С329-970319,
616-091(084.42)/С329-130288,
616-091(084.42)/С329-130288,"Серов, Виктор Викторович. Патологическая анатомия. Атлас [Текст] : учебное пособие / В. В. Серов, Н. Е. Ярыгин, В. С. Пауков, 1986. - 368 с."
616-091/А166-015774521,
616-091/А223-233184538,"Автандилов, Георгий Герасимович. Системная стереометрия в изучении патолоического процесса [Текст] : монография / Г. Г. Автандилов, Н. И. Яблучанский, В. Г. Губенко, 1981. - 192 с."
616-091/А223-554190,
616-091/З139-250048,
616-091/З139-250048,"Завьялова, Марина Викторовна. Руководство к практическим занятиям по патологической анатомии [Текст] : учебное пособие для студентов, обучающихся по специальности 060105 65 - Стоматология / М. В. Завьялова, С. В. Вторушин, Г. В. Борисова, 2010. - 224 с."
616-091/К477-755707,
616-091/К786-002332,
616-091/К786-002332,"Краткий курс лекций по частной патологической анатомии [Текст] : учебное пособие для студентов педиатрического факультета, обучающихся по основным образовательным программам высшего образования – программам специалитета по специальности ""Педиатрия"" / М. В. Завьялова [и др.] ; рец. Е. Ю. Варакута, 2018. - 89 с."
616-091/К786-423262,
616-091/К786-689343,
616-091/К786-689343,"Краткий курс лекций по общей патологической анатомии [Текст] : учебное пособие для студентов, обучающихся по основным образовательным программам высшего образования – программам специалитета по специальности ""Лечебное дело"" / М. В. Завьялова [и др.] ; рец. И. В. Суходоло, 2017. - 92 с."
616-091/К896-451013,
616-091/П146-356681,
616-091/П146-807897,
616-091/П146-835893,
616-091/П146-966776,
616-091/П206-166834,
616-091/П206-166834,"Патологическая анатомия. Клиническая патологическая анатомия [Текст] : учебное пособие для студентов, обучающихся по основным образовательным программам высшего образования - программам специалитета по специальности ""педиатрия"" / М. В. Завьялова [и др.] ; рец.: В. А. Шкурупий, Е. Л. Казачков, 2014. - 168 с."
616-091/П206-307277,
616-091/П206-443523,
616-091/П206-562318,
616-091/П206-589301,
616-091/П206-742780,
616-091/П206-742780,"Патологическая анатомия. Клиническая патологическая анатомия [Текст] : учебное пособие для студентов, обучающихся по основным образовательным программам высшего образования - программам специалитета по специальности ""лечебное дело"" / М. В. Завьялова [и др.] ; рец. И. В. Суходоло, 2015. - 154 с."
616-091/П210-729677,
616-091/Р851-517942,
616-091/Р851-820252,
616-091/Р851-895062,
616-091/С873-016214,
616-091/С873-062251,
616-091/С873-176457,
616-091/С873-176457,"Струков, Анатолий Иванович. Патологическая анатомия [Текст] : учебник для студентов учреждений высшего профессионального образования, обучающихся по специальности 060101.65 ""Лечебное дело"" по дисциплинам ""Патологическая анатомия"", ""Клиническая патологическая анатомия"" / А. И. Струков, В. В. Серов, 2015. - 880 с."
616-091/С873-720150,
616-091/С873-796084,
616-091/Ц642-444561,
616-092(075)/П206-595125,
616-092(075)/П206-595125,"Патофизиология [Текст] : учебник для студентов высших медицинских учебных заведений / Российский медицинский университет (М.), Сибирский медицинский университет (Томск), 2001. - 716 с."
616-092(075.8)/П206-711272,"Патологическая физиология [Текст] : учебник для медицинских институтов / ред.: Н. Н. Зайко, Ю. В. Быць, 1985. - 575 с."
616-092(091)/Б729-374918,
616-092-959601,
616-092.11/А316-647454,
616-092/K51-664297,
616-092/Д448-862414,"Дизрегуляционная патология [Текст] : руководство для врачей и биологов / ред. Г. Н. Крыжановский, 2002. - 632 с."
616-092/К493-528054,"Клиническая иммунология и аллергология [Текст] : Учебное пособие для системы послевузовской подготовки врачей / Ред. А. В.Караулов, 2002. - 651 с."
616-092/К493-725909,
616-092/К493-725909,"Клиническая патофизиология [Текст] : учебное пособие для студентов вузов / В. А. Алмазов [и др.], 1999. - 464 с."
616-092/К893-062787,
616-092/Н735-255880,
616-092/П206-057159,
616-092/П206-057159,"Патофизиология [Текст] : учебник для студентов учреждений высшего профессионального образования, обучающихся по специальностям 060101.65 ""Лечебное дело"", 060103.65 ""Педиатрия"", 060104.65 ""Медико-профилактическое дело"", 060105.65 ""Стоматология"" дисциплины ""Патология"" : в 2-х томах / А. Д. Адо [и др.] ; ред.: В. В. Новицкий, Е. Д. Гольдберг, О. И. Уразова ; рец. С. В. Грачев [и др.]. - (Учебник). Том 2, 2010. - 640 с."
616-092/П206-057159,"Патофизиология [Текст] : учебник для студентов учреждений высшего профессионального образования, обучающихся по специальностям 060101.65 ""Лечебное дело"", 060103.65 ""Педиатрия"", 060104.65 ""Медико-профилактическое дело"", 060105.65 ""Стоматология"" дисциплины ""Патология"" : в 2-х томах / ред.: В. В. Новицкий, Е. Д. Гольдберг, О. И. Уразова. - (Учебник). Том 2, 2010. - 640 с."
616-092/П206-060356,
616-092/П206-110224,
616-092/П206-119258,
616-092/П206-180139,
616-092/П206-192062,
616-092/П206-226757,
616-092/П206-226757,"Патофизиология [Текст] : в 2 томах : учебник для использования в учебном процессе образовательных организаций, реализующих программы высшего образования по специальностям 31.05.01 ""Лечебное дело"", 31.05.02 ""Педиатрия"", 32.05.01 ""Медико-профилактическое дело"", 31.05.03 ""Стоматология"". Том 2 / В. В. Новицкий [и др.] ; ред. В. В. Новицкий  [и др.] ; рец.: С. В. Грачев, А. М. Дыгай, 2020. - 592 с."
616-092/П206-323033,
616-092/П206-338699,
616-092/П206-338699,"Патофизиология [Текст] : учебник для студентов учреждений высшего профессионального образования, обучающихся по специальностям 060101.65 ""Лечебное дело"", 060103.65 ""Педиатрия"", 060104.65 ""Медико-профилактическое дело"", 060105.65 ""Стоматология"" дисциплины ""Патология"" : в 2-х томах / А. Д. Адо [и др.] ; ред.: В. В. Новицкий, Е. Д. Гольдберг, О. И. Уразова ; рец. С. В. Грачев [и др.] ; Сибирский медицинский университет (Томск), кафедра патофизиологии. - (Учебник). Том 1, 2010. - 848 с."
616-092/П206-338699,"Патофизиология [Текст] : учебник для студентов учреждений высшего профессионального образования, обучающихся по специальностям 060101.65 ""Лечебное дело"", 060103.65 ""Педиатрия"", 060104.65 ""Медико-профилактическое дело"", 060105.65 ""Стоматология"" дисциплины ""Патология"" : в 2-х томах / ред.: В. В. Новицкий, Е. Д. Гольдберг, О. И. Уразова. - (Учебник). Том 1, 2010. - 848 с."
616-092/П206-364369,
616-092/П206-369240,
616-092/П206-374849,
616-092/П206-410627,
616-092/П206-477120,
616-092/П206-482830,
616-092/П206-516879,
616-092/П206-516879,"Патофизиология. Руководство к практическим занятиям [Текст] : учебное пособие для студентов, обучающихся в учреждениях высшего профессионального образования, по специальностям 060101.65 ""Лечебное дело"", 060103.65 ""Педиатрия"", 060104.65 ""Медико-профилактическое дело"" по дисциплине ""Патофизиология"" / В. В. Новицкий [и др.] ; под ред. В. В. Новицкого, О. И. Уразовой, 2011. - 336 с."
616-092/П206-516879,"Патофизиология. Руководство к практическим занятиям [Текст] : учебное пособие для студентов, обучающихся в учреждениях высшего профессионального образования, по специальностям 060101.65 ""Лечебное дело"", 060103.65 ""Педиатрия"", 060104.65 ""Медико-профилактическое дело"" по дисциплине ""Патофизиология"" / В. В. Новицкий [и др.] ; ред.: В. В. Новицкий, О. И. Уразова, 2011. - 336 с."
616-092/П206-524146,
616-092/П206-524146,"Патофизиология [Текст] : учебник для студентов учреждений высшего профессионального образования, обучающихся по специальностям 060101.65 ""Лечебное дело"", 060103.65 ""Педиатрия"", 060104.65 ""Медико-профилактическое дело"", 060105.65 ""Стоматология"" дисциплины ""Патология"" : в 2-х томах / А. Д. Адо [и др.] ; ред.: В. В. Новицкий, Е. Д. Гольдберг, О. И. Уразова ; рец. С. В. Грачев [и др.] ; Сибирский медицинский университет (Томск), кафедра патофизиологии. - (Учебник). Том 1, 2009. - 848 с."
616-092/П206-524146,"Патофизиология [Текст] : учебник для студентов учреждений высшего профессионального образования, обучающихся по специальностям 060101.65 ""Лечебное дело"", 060103.65 ""Педиатрия"", 060104.65 ""Медико-профилактическое дело"", 060105.65 ""Стоматология"" дисциплины ""Патология"" : в 2-х томах / ред.: В. В. Новицкий, Е. Д. Гольдберг, О. И. Уразова. - (Учебник). Том 1, 2009. - 848 с."
616-092/П206-549699,
616-092/П206-563410,
616-092/П206-598338,
616-092/П206-618666,
616-092/П206-669823,
616-092/П206-691594,
616-092/П206-691594,"Патофизиология [Текст] : учебник для студентов учреждений высшего профессионального образования, обучающихся по специальностям 060101.65 ""Лечебное дело"", 060103.65 ""Педиатрия"", 060105.65 ""Медико-профилактическое дело"", 060105.65 ""Стоматология"" по дисциплине ""Патология"" : в 2-х томах / А. Д. Адо [и др.] ; под ред. В. В. Новицкого, Е. Д. Гольдберга, О. И. Уразовой ; рец. С. В. Грачев [и др.] ; Сибирский медицинский университет (Томск), кафедра патофизиологии. - (Учебник). Том 2, 2015. - 640 с."
616-092/П206-699470,
616-092/П206-699470,"Патологическая физиология [Текст] : учебник для студентов медицинских вузов / Сибирский медицинский университет (Томск), 1994. - 468 с."
616-092/П206-701796,
616-092/П206-701796,"Патофизиология [Текст] : учебник для студентов учреждений высшего профессионального образования, обучающихся по специальностям 060101.65 ""Лечебное дело"", 060103.65 ""Педиатрия"", 060104.65 ""Медико-профилактическое дело"", 060105.65 ""Стоматология"" дисциплины ""Патология"" : в 2-х томах / А. Д. Адо [и др.] ; ред.: В. В. Новицкий, Е. Д. Гольдберг, О. И. Уразова ; рец. С. В. Грачев [и др.]. - (Учебник). Том 2, 2009. - 640 с."
616-092/П206-796327,
616-092/П206-816178,
616-092/П206-819210,
