,id_book,name_book
1718,615/К144-001692319,"казаченок,тамиллагригорьевна.фармацевтическийсловарь.латинско-русский,русско-латинскийсловарь/т.г.казаченок,1977.-464с."
1724,615/П396-131974,"плотникова,татьянамакаровна.руководствокпрактическимзанятиямпофармакологииучебноепособиедлястудентов,обучающихсяпоспециальностям-медицинскаябиохимия,медицинскаябиофизика,медицинскаякибернетика/т.м.плотникова,2012.-222с."
1730,615/Р326-544264,"регистрлекарственныхсредствроссииэнциклопедиялекарств/ред.:ю.ф.крылов,г.л.вышковский,2000.-1520с."
1732,615/Р851-688210,"руководствокпрактическимзанятиямпофармакологииучебноепособиедлястудентовфармацевтическихфакультетовмедицинскихифармацевтическихвузов/т.а.замощина[идр.];подред.т.а.замощиной;рец.:о.р.грек,м.п.якушев,2009.-307с."
1736,615/Ф247-043127,"фармакологияучебноепособиекпрактическимзанятиямдлястудентов,обучающихсяназаочномотделениипоспециальности""фармация""/а.в.матвеенко[идр.];подред.а.в.матвеенко,2011.-169с."
1738,615/Х210-206395,"харкевич,дмитрийалександрович.фармакологияучебникдлястудентовмедицинскихвузов/д.а.харкевич,2006.-736с."
1740,615/Х210-221273,"харкевич,дмитрийалександрович.фармакологияучебникдлястудентовмедицинскихвузов/д.а.харкевич,2008.-752с."
1742,615/Х210-252282,"харкевич,дмитрийалександрович.фармакологияучебникдлявузов/д.а.харкевич,2005.-736с."
1744,615/Х210-289892,"харкевич,дмитрийалександрович.фармакологияучебникдлястудентовмедицинскихвузов/д.а.харкевич,2009.-752c."
1747,615/Х210-444298,"харкевич,дмитрийалександрович.фармакологияучебникдлястудентовмедицинскихвузов/д.а.харкевич,2010.-752с."
1749,615/Х210-787571,"харкевич,дмитрийалександрович.фармакологияучебноепособиедлястудентовмедицинскихвузов/д.а.харкевич,2013.-760с."
1751,615/Э687-539557,"энциклопедиялекарствежегодныйсборник/ред.г.л.вышковский.-(регистрлекарственныхсредствроссии.рлс).выпуск17/2009,2008.-1440с."
1753,616(035)/Р764-705390,"российскийтерапевтическийсправочниксприложенияминакомпакт-диске/ред.а.г.чучалин,2005.-880с."
1755,616-0/H58-857677,"herring,william.learningradiology:recognizingthebasics[текст]/williamherring,2016.-332p."
1758,616-0/А437-604704,"актуальныепроблемыклиническойреаниматологииучебноепособие/сибирскиймедицинскийуниверситет(томск),2005.-124с."
1770,616-0/Е251-682579,"евсеев,максималександрович.уходзабольнымивхирургическойклиникеучебноепособиедлястудентовмедицинскихвузов/м.а.евсеев,2010.-192с."
1776,616-0/К467-602507,"кишкун,алексейалексеевич.клиническаялабораторнаядиагностикаучебноепособиедлястудентовучрежденийвысшегопрофессиональногообразованияподисциплине""клиническаялабораторнаядиагностика"",атакжедлясистемыпослевузовскогопрофессиональногообразованияврачей/а.а.кишкун,2010.-976с."
1778,616-0/К493-649287,"клиническаялабораторнаядиагностика.интерпретациярезультатовлабораторныхисследованийучебноепособиедлястудентов,обучающихсяпоосновнымобразовательнымпрограммам-программамспециалитетапоспециальностям:лечебноедело,педиатрия,медицинскаябиохимия/н.в.канская[идр.];подред.н.в.канской;рец.т.к.климентьева,2015.-144с."
1779,616-0/К493-712619,"клиническиелекцииподетскойонкологииучебноепособиедлясистемыпослевузовскогопрофессиональногообразованияврачей-педиатров/ред.л.а.дурнов.часть1,2004.-271с."
1781,616-0/К687-158228,"коротяев,александриванович.медицинскаямикробиология,иммунологияивирусологияучебникдлястудентовмедицинскихвузов/а.и.коротяев,с.а.бабичев,2012.-760с.;[6]л.ил.с."
1783,616-0/К687-923858,"коротяев,александриванович.медицинскаямикробиология,иммунологияивирусологияучебникдлястудентовмедицинскихвузов/а.и.коротяев,с.а.бабичев,2008.-767с."
1786,616-0/Л871-396747,"лучеваядиагностикаучебно-методическоепособиедлястудентовмедицинскихвузов/сибирскиймедицинскийуниверситет(томск),кафедралучевойдиагностикиилучевойтерапии;сост.о.с.шульга[идр.];подред.в.д.завадовской;рец.:а.ю.васильев,т.н.трофимова.часть1:методылучевойдиагностики.лучеваяанатомияоргановисистем.основныепатологическиесиндромы,2009.-374с."
1787,616-0/Л871-396747,"лучеваядиагностикаучебно-методическоепособиедлястудентовмедицинскихвузов/сибирскиймедицинскийуниверситет(томск),кафедралучевойдиагностикиилучевойтерапии;сост.о.с.шульга[идр.];подред.в.д.завадовской;рец.:а.ю.васильев,т.н.трофимова.часть1:методылучевойдиагностики.лучеваяанатомияоргановисистем.основныепатологическиесиндромы,2009.-374с."
1791,616-0/М422-080112,"медицинскаямикробиология,вирусологияииммунологияучебникдлястудентовмедицинскихвузов/а.а.воробьев[идр.];ред.а.а.воробьев,2012.-704с."
1794,616-0/М806-463860,"морфологическаядиагностикапатологическихпроцессов.общаяпатологияучебноепособиедляподготовкинапрактическихзанятияхстудентов,обучающихсяпоосновнымобразовательнымпрограммамвысшегообразования–программамспециалитетапоспециальностям""лечебноедело""и""педиатрия""/м.в.завьялова[идр.];рец.е.ю.варакута,2020.-79с."
1797,616-0/М925-044592,"мухин,николайалексеевич.пропедевтикавнутреннихболезнейучебникдлястудентовмедицинскихвузов/н.а.мухин,в.с.моисеев,2007.-848с."
1799,616-0/М925-275914,"мухин,николайалексеевич.пропедевтикавнутреннихболезнейучебникдлястудентовмедицинскихвузов/н.а.мухин,в.с.моисеев;рец.:а.с.мелентьев,р.с.карпов,2015.-848с.;[6]л.ил.с."
1801,616-0/М925-632152,"мухин,николайалексеевич.пропедевтикавнутреннихболезнейучебникдлястудентовмедицинскихвузов/н.а.мухин,в.с.моисеев;рец.р.с.карпов,2014.-848с.;[6]л.ил.с."
1803,616-0/Н191-702356,"назаренко,герасимигоревич.клиническаяоценкарезультатовлабораторныхисследованийсправочноеиздание/г.и.назаренко,а.а.кишкун,2006.-544с."
1805,616-0/О-741-807005,"осипова,ольгалеонидовна.анатомическиеосновыколлатеральногокровообращениячеловекаучебноепособиедляпроведенияпрактическихзанятийисамостоятельнойработыстудентовлечебного,педиатрическогоистоматологическогофакультетовмедицинскогоуниверситета/о.л.осипова,с.в.шматов,а.а.сотников;рец.л.а.григорьева,2021.-119с."
1810,616-0/О588-918852,"онкологияучебникдлястудентовмедицинскихвузов/ред.:в.и.чиссов,с.л.дарьялова,2007.-560с."
1813,616-0/О747-134536,"ослопов,владимирниколаевич.общийуходзабольнымивтерапевтическойклиникеучебноепособиедлястудентовмедицинскихвузов/в.н.ослопов,о.в.богоявленская,2007.-400с."
1815,616-0/О747-195829,"ослопов,владимирниколаевич.общийуходзабольнымивтерапевтическойклиникеучебноепособиедлястудентовмедицинскихвузов/в.н.ослопов,о.в.богоявленская,2008.-464с."
1817,616-0/О747-207506,"ослопов,владимирниколаевич.общийуходзабольнымивтерапевтическойклиникеучебноепособиедлястудентовмедицинскихвузов/в.н.ослопов,о.в.богоявленская,2009.-464с."
1820,616-0/О747-687417,"ослопов,владимирниколаевич.общийуходзабольнымивтерапевтическойклиникеучебноепособиедлястудентовмедицинскихвузов/в.н.ослопов,о.в.богоявленская,2013.-464с."
1823,616-0/О747-804390,"ослопов,владимирниколаевич.общийуходзабольнымивтерапевтическойклиникеучебноепособиедлястудентовмедицинскихвузов/в.н.ослопов,о.в.богоявленская,2006.-400с."
1825,616-0/П444-050356,"подоксенов,юрийкириллович.патофизиологиянарушенийкислотно-основногосостоянияучебноепособие/ю.к.подоксенов,н.в.рязанцева,а.п.зима;рец.ю.ю.вечерский,2013.-84с."
1827,616-0/П691-484076,"практикумпофункциональнойдиагностикеучебноепособиев2частях:длястудентов,обучающихсяпоосновнымпрофессиональнымобразовательнымпрограммамвысшегопрофессиональногообразования-программамспециалитетапонаправлениямподготовки:30.05.02-медицинскаябиофизикаи30.05.03-медицинскаякибернетика.часть2/а.в.носарев[идр.];рец.л.в.капилевич,2021.-68с."
1831,616-0/Р321-556929,"ревматология.2006[текст]/ассоциацияревматологовроссии(м.),2006.-288с."
1832,616-0/Р321-556929,"ревматология.2006[текст]/ассоциацияревматологовроссии(м.),2006.-288с."
1835,616-0/Р851-861018,"руководствокпрактическимзанятиямпообщейпатологииучебноепособиев2-хчастях:длястудентов,обучающихсяпоосновнымобразовательнымпрограммам–программамспециалитетапоспециальностям:060601.65–медицинскаябиохимия,060602.65–медицинскаябиофизика,060609.65–медицинскаякибернетика/р.и.плешко[идр.];подред.и.в.суходоло;рец.м.в.завьялова;сибирскиймедицинскийуниверситет(томск).часть1:общийкурс,2017.-102с."
1836,616-0/Р851-861018,"руководствокпрактическимзанятиямпообщейпатологииучебноепособиев2-хчастях:длястудентов,обучающихсяпоосновнымобразовательнымпрограммам–программамспециалитетапоспециальностям:060601.65–медицинскаябиохимия,060602.65–медицинскаябиофизика,060609.65–медицинскаякибернетика/р.и.плешко[идр.];подред.и.в.суходоло;рец.м.в.завьялова;сибирскиймедицинскийуниверситет(томск).часть1:общийкурс,2017.-102с."
1839,616-0/С414-616023,"ситуационныезадачиповнутреннимболезнямучебноепособие/э.и.белобородова[идр.],1995.-72с."
1841,616-0/С568-682862,"современныетехнологиилабораторноймедициныучебноепособиедлястудентов,обучающихсяпоспециальностям060112-медицинскаябиохимия,060113-медицинскаябиофизика,060114-медицинскаякибернетика/н.в.рязанцева[идр.],2008.-360с."
1842,616-0/С823-276186,"сторожаков,геннадийиванович.поликлиническаятерапияучебникдлястудентовмедицинскихвузов/г.и.сторожаков,и.и.чукаева,а.а.александров,2007.-704с."
1846,616-0/У910-478545,"учебнаяипроизводственнаяпрактикидлястудентовнаправленияподготовки""социальнаяработа""учебно-методическоепособие/сибирскиймедицинскийуниверситет(томск),кафедрасоциальнойработы,социальнойиклиническойпсихологии,2017.-42с."
1848,616-0/У910-573918,"учебнаяисторияболезнивтерапевтическойклиникеучебноепособиедлястудентов3,4и5курсовврачебныхфакультетовимедико-биологическогофакультетасибгму/я.в.поровский[идр.];рец.:в.в.калюжин,а.в.тетенева,2020.-150с."
1858,616-001/Т650-997075,"травматологияиортопедияучебник/г.с.юмашев,с.з.горшков,л.л.силин,1990.-575с."
1859,616-002.2/М395-165823,"маянский,дмитрийниколаевич.хроническоевоспаление[текст]/д.н.маянский;амнссср,1991.-270с."
1861,616-002.5/В428-149327,"визель,александрандреевич.туберкулезэтиология,патогенез,клиническиеформы,диагностика,лечение/а.а.визель,м.э.гурылева;ред.м.и.перельман,1999.-208с."
1864,616-002.77/Р321-823622,"ревматическиеболезнируководстводляврачей/институтревматологиирамн(м.),1997.-520с."
1866,616-005.1/Б250-896251,"баркаган,зиновийсоломонович.диагностикаиконтролируемаятерапиянарушенийгемостазасправочноепособие/з.с.баркаган,а.п.момот,2001.-296c."
1869,616-006/Г195-336739,"ганцев,шамильханафиевич.онкологияучебникдлястудентовмедицинскихвузов/ш.х.ганцев,2006.-488с."
1873,616-006/О588-500021,"онкологияучебникдлястудентовучрежденийвысшегопрофессиональногообразования,обучающихсяподисциплине""онкология""поспециальности060105.65""стоматология""/л.з.вельшер[идр.],2009.-512с."
1874,616-008.9-039.1/К640-779327,"конр.м.ранняядиагностикаболезнейобменавеществ[текст]/р.м.кон,к.с.рот,1986.-636с."
1875,616-008.9-074/Б638-618806,"биохимическиеметодыисследованиявклинико-диагностическихлабораторияхучебноепособиедлястудентовмедицинскихвузов/о.а.тимин[идр.],2002.-244с."
1879,616-018/С329-802739,"серовв.в.соединительнаяткань(функциональнаяморфологияиобщаяпатология)[текст]/в.в.серов,а.б.шехтер,1981.-312с."
1882,616-053.2-07(07/М139-349795,"мазурин,андрейвладимирович.пропедевтикадетскихболезнейрекомендованоминистерствомобразования/а.в.мазурин,и.м.воронцов,2001.-928с."
1884,616-053.2/В285-117667,"вельтищев,юрийевгеньевич.неотложныесостоянияудетейсправочник/ю.е.вельтищев,в.е.шаробаро,т.г.степина;ред.:ю.е.вельтищев,2004.-352с."
1886,616-053.2/В756-189925,"воронцов,игорьмихайлович.пропедевтикадетскихболезнейучебникдлястудентовучрежденийвысшегопрофессиональногообразования,обучающихсяподисциплине""пропедевтикадетскихболезней"",поспециальностям060103.65""педиатрия"",060101.65""лечебноедело""и060104.65""медико-профилактическоедело""/и.м.воронцов,а.в.мазурин,2009.-1008с."
1890,616-053.2/Д386-879233,"детскиеболезниучебникдлястудентовмедицинскихвузов/ред.:а.а.баранов,2009.-1008с."
1895,616-053.2/З335-448421,"запруднов,анатолиймихайлович.общийуходзадетьмиучебноепособиедлястудентовучрежденийвысшегопрофессиональногообразования,обучающихсяпоспециальности060103.65""педиатрия""подисциплине""общийуходзадетьми""/а.м.запруднов,к.и.григорьев,2011.-416с."
1897,616-053.2/И328-787598,"избранныелекциипопедиатрии.вопросынеотложнойпомощиучебноепособие/е.и.кондратьева[идр.];ред.:е.и.кондратьева,е.ю.тютева,2009.-266с."
1902,616-053.2/Л436-926992,"лекциипополиклиническойпедиатрииучебноепособиедлясистемыпостдипломногообразования/всероссийскийучебно-научно-методическийцентрпонепрерывномумедицинскомуифармацевтическомуобразованию(м.),2005.-448с."
1904,616-053.2/О753-615612,"основыпревентивнойпедиатрииучебноепособиедлястудентов,обучающихсяпоспециальности040200-педиатрия/т.а.нагаева[идр.],2007.-272с."
1909,616-053.2/П501-045380,"поликлиническаяпедиатрияучебникдлястудентовмедицинскихвузовпоспециальности060103(040200)-""педиатрия""/ред.:а.с.калмыкова,2008.-624с."
1913,616-053.2/Р851-964986,"руководствопометодикеобследованияздоровогоибольногоребенкаучебноепособиедлястудентовпедиатрическогофакультетамедицинскихвузов/сибирскиймедицинскийуниверситет(томск),2011.-167с."
1914,616-053.2/Р851-964986,"руководствопометодикеобследованияздоровогоибольногоребенкаучебноепособиедлястудентовпедиатрическогофакультетамедицинскихвузов/сибирскиймедицинскийуниверситет(томск),2011.-167с."
1917,616-053.2/Ш122-058370,"шабалов,николайпавлович(педиатрия;19390321).детскиеболезнив2томах:учебникдлястудентов,обучающихсяпоспециальности040200-педиатрия.-(национальнаямедицинскаябиблиотека).том1,2008.-928с."
1921,616-053.3/Ш122-271201,"шабалов,николайпавлович(педиатрия;19390321).неонатологияучебноепособиедлястудентов,обучающихсяпоспециальности040200-педиатрия:в2-хтомах.том1,2006.-608с."
1923,616-053.31/А918-225067,"асфиксияноворожденныхмонография/н.п.шабалов[идр.],1990.-187с."
1926,616-056.7/Б866-128452,"бочков,николайпавлович.клиническаягенетикаучебникдлястудентовмедицинскихвузов/н.п.бочков,2001.-448с."
1927,616-056.7/Б866-276588,"бочков,николайпавлович.клиническаягенетикаучебникдлястудентовмедицинскихвузов/н.п.бочков,2002.-448с."
1932,616-056/Б866-172488,"бочков,николайпавлович.клиническаягенетикаучебникдлястудентоввузов,обучающихсяпоспециальностям040100-лечебноедело,040200-педиатрия,040300-медико-профилактическоедело,040400-стоматология,040800-медицинскаябиохимия,040900-медицинскаябиофизика,041000-медицинскаякибернетика/н.п.бочков;рец.:в.и.иванов,в.п.пузырев,2004.-480с."
1933,616-056/Б866-172488,"бочков,николайпавлович.клиническаягенетикаучебникдлястудентоввузов,обучающихсяпоспециальностям040100-лечебноедело,040200-педиатрия,040300-медико-профилактическоедело,040400-стоматология,040800-медицинскаябиохимия,040900-медицинскаябиофизика,041000-медицинскаякибернетика/н.п.бочков;рец.:в.и.иванов,в.п.пузырев,2004.-480с."
1935,616-056/Б866-971837,"бочков,николайпавлович.клиническаягенетикаучебникдлястудентов,обучающихсяпоспециальностям040100-лечебноедело,040200-педиатрия,040300-медико-профилактическоедело,040400-стоматология,040800-медицинскаябиохимия,040900-медицинскаябиофизика,041000-медицинскаякибернетика/н.п.бочков,2006.-480с."
1938,616-057/А860-091353,"артамонова,волягеоргиевна.профессиональныеболезниучебноепособие/в.г.артамонова,н.н.шаталов,1988.-414с."
1940,616-057/А860-915267,"артамонова,волягеоргиевна.профессиональныеболезниучебникдлястудентовмедицинскихвузов/в.г.артамонова,н.а.мухин,2006.-480с."
1941,616-057/Р851-253201,"руководствопопрофессиональнымзаболеваниямв2томах/ред.н.ф.измеров.том2,1983.-383с."
1942,616-057/Р851-429006,"руководствопопрофессиональнымзаболеваниямв2-хт./подред.измерован.ф.том1,1983.-320с."
1947,616-07/М925-633741,"мухин,николайалексеевич.пропедевтикавнутреннихболезнейучебникдлявузов/н.а.мухин,в.с.моисеев,2004.-768с."
1949,616-07/М925-681847,"мухин,николайалексеевич.пропедевтикавнутреннихболезнейучебниксприложениемнакомпакт-дискедлястудентовмедицинскихвузов/н.а.мухин,в.с.моисеев,2009.-848с."
1951,616-07/М925-885745,"мухин,николайалексеевич.пропедевтикавнутреннихболезнейучебникдлястудентовмедицинскихвузов/н.а.мухин,в.с.моисеев,2008.-848с."
1958,616-07/П817-321430,"пропедевтикавнутреннихболезней.неотложныетерапевтическиесостояниявстоматологииучебноепособиедлястудентоввысшихмедицинскихифармацевтическихучебныхзаведений,обучающихсяпоспециальности060105(040400)""стоматология""/ф.ф.тетенев[идр.],2011.-171с."
1960,616-07/Р851-376032,"руководствопоклиническомуобследованиюбольногодляврачей,оказывающихпервичнуюмедико-санитарнуюпомощь:пер.сангл.,доп./ред.:а.а.баранов[идр.],2007.-648с."
1961,616-07/Р851-643004,"руководствополабораторнымметодамдиагностикиучебноепособиедлясистемыпослевузовскогопрофессиональногообразованияврачей:дляврачейифельдшеров,оказывающихпервичнуюмедико-санитарнуюпомощь/ассоциациямедицинскихобществпокачеству(м.),2007.-800с."
1964,616-07/Р851-880494,"руководствопоовладениюпрофессиональнымкомментариемклиническойкартиныучебноепособиедлястудентоввысшихмедицинскихучебныхзаведений/ф.ф.тетенев[идр.],2014.-148с."
1971,616-071.3/А223-509970,"автандилов,георгийгерасимович.медицинскаяморфометрияруководство/г.г.автандилов,1990.-382с."
1974,616-071/Ч965-968834,"чучалин,александргригорьевич.клиническаядиагностикаруководстводляпрактикующихврачей/а.г.чучалин,е.в.бобков,2006.-312с."
1975,616-073/Л590-147680,"линденбратен,леониддавидович.медицинскаярентгенологияучебникдлястудентовмедицинскихинститутов/л.д.линденбратен,л.б.наумов,1984.-384с."
1981,616-08/П501-232534,"поликлиническаяпедиатрия.общиеичастныевопросыдиспансеризациибольныхдетейиподростковучебноепособиедлястудентов,обучающихсяпоосновнымобразовательнымпрограммам-программамспециалитетапоспециальности""педиатрия""/т.а.нагаева[идр.];рец.м.в.колосова,2015.-140с."
1983,616-083(075.32)/М925-246874,"мухинас.а.общийуходзабольнымиучебноепособие/с.а.мухина,и.и.тарновская,1989.-254с."
1992,616-089/В647-171650,"возрождениеистиныочеркипоисториикафедрыоперативнойхирургииитопографическойанатомииим.э.г.салищева(1890-2005-...)/сибирскиймедицинскийуниверситет(томск),ниимикрохирургиитнцсорамн(томск),2005.-100с."
1994,616-089/Е251-001846,"евсеев,максималександрович.уходзабольнымивхирургическойклиникеучебноепособиедлястудентовмедицинскихвузов/м.а.евсеев,2008.-192с."
1995,616-089/К651-834882,"контрольныетестыпоанестезиологии-реаниматологиидлястудентовмедицинскихвузов(лечебно-профилактическихфакультетов)учебноепособие/в.е.шипаков[идр.];подред.шипаковав.е.,2005.-76с."
1998,616-089/С897-108645,"сумин,сергейалександрович.анестезиологияиреаниматологияучебноепособиедлясистемыпоследипломногообразованияврачей-анестезиологов-реаниматологов:в2томах.том1,2010.-928с."
2000,616-089/С897-190976,"сумин,сергейалександрович.анестезиологияиреаниматологияучебноепособиедлясистемыпоследипломногопрофессиональногообразованияврачей-анестезиологов-реаниматологов:в2томах.том2,2010.-872с."
2001,616-089/Ф333-619657,"федоров,игорьвладимирович.эндоскопическаяхирургияпрактическоеруководство/и.в.федоров,е.и.сигал,л.е.славин,2009.-544с."
2004,616-091(075)/С873-936347,"струков,анатолийиванович.патологическаяанатомияучебникдлястудентовмедицинскихвузов/а.и.струков,в.в.серов,1995.-688с."
2006,616-091(075.8)/П146-571410,"пальцев,михаилалександрович(патологическаяанатомия;19491109).патологическаяанатомияучебникдлястудентовмедицинскихвузов:в2томах.-(учебнаялитературадлястудентовмедицинскихвузов).том1:общийкурс,2001.-528с."
2012,616-091(084.42)/С329-130288,"серов,викторвикторович.патологическаяанатомия.атласучебноепособие/в.в.серов,н.е.ярыгин,в.с.пауков,1986.-368с."
2014,616-091/А223-233184538,"автандилов,георгийгерасимович.системнаястереометриявизучениипатолоическогопроцессамонография/г.г.автандилов,н.и.яблучанский,в.г.губенко,1981.-192с."
2017,616-091/З139-250048,"завьялова,маринавикторовна.руководствокпрактическимзанятиямпопатологическойанатомииучебноепособиедлястудентов,обучающихсяпоспециальности06010565-стоматология/м.в.завьялова,с.в.вторушин,г.в.борисова,2010.-224с."
2020,616-091/К786-002332,"краткийкурслекцийпочастнойпатологическойанатомииучебноепособиедлястудентовпедиатрическогофакультета,обучающихсяпоосновнымобразовательнымпрограммамвысшегообразования–программамспециалитетапоспециальности""педиатрия""/м.в.завьялова[идр.];рец.е.ю.варакута,2018.-89с."
2023,616-091/К786-689343,"краткийкурслекцийпообщейпатологическойанатомииучебноепособиедлястудентов,обучающихсяпоосновнымобразовательнымпрограммамвысшегообразования–программамспециалитетапоспециальности""лечебноедело""/м.в.завьялова[идр.];рец.и.в.суходоло,2017.-92с."
2030,616-091/П206-166834,"патологическаяанатомия.клиническаяпатологическаяанатомияучебноепособиедлястудентов,обучающихсяпоосновнымобразовательнымпрограммамвысшегообразования-программамспециалитетапоспециальности""педиатрия""/м.в.завьялова[идр.];рец.:в.а.шкурупий,е.л.казачков,2014.-168с."
2036,616-091/П206-742780,"патологическаяанатомия.клиническаяпатологическаяанатомияучебноепособиедлястудентов,обучающихсяпоосновнымобразовательнымпрограммамвысшегообразования-программамспециалитетапоспециальности""лечебноедело""/м.в.завьялова[идр.];рец.и.в.суходоло,2015.-154с."
2044,616-091/С873-176457,"струков,анатолийиванович.патологическаяанатомияучебникдлястудентовучрежденийвысшегопрофессиональногообразования,обучающихсяпоспециальности060101.65""лечебноедело""подисциплинам""патологическаяанатомия"",""клиническаяпатологическаяанатомия""/а.и.струков,в.в.серов,2015.-880с."
2049,616-092(075)/П206-595125,"патофизиологияучебникдлястудентоввысшихмедицинскихучебныхзаведений/российскиймедицинскийуниверситет(м.),сибирскиймедицинскийуниверситет(томск),2001.-716с."
2050,616-092(075.8)/П206-711272,"патологическаяфизиологияучебникдлямедицинскихинститутов/ред.:н.н.зайко,ю.в.быць,1985.-575с."
2055,616-092/Д448-862414,"дизрегуляционнаяпатологияруководстводляврачейибиологов/ред.г.н.крыжановский,2002.-632с."
2056,616-092/К493-528054,"клиническаяиммунологияиаллергологияучебноепособиедлясистемыпослевузовскойподготовкиврачей/ред.а.в.караулов,2002.-651с."
2058,616-092/К493-725909,"клиническаяпатофизиологияучебноепособиедлястудентоввузов/в.а.алмазов[идр.],1999.-464с."
2062,616-092/П206-057159,"патофизиологияучебникдлястудентовучрежденийвысшегопрофессиональногообразования,обучающихсяпоспециальностям060101.65""лечебноедело"",060103.65""педиатрия"",060104.65""медико-профилактическоедело"",060105.65""стоматология""дисциплины""патология"":в2-хтомах/а.д.адо[идр.];ред.:в.в.новицкий,е.д.гольдберг,о.и.уразова;рец.с.в.грачев[идр.].-(учебник).том2,2010.-640с."
2063,616-092/П206-057159,"патофизиологияучебникдлястудентовучрежденийвысшегопрофессиональногообразования,обучающихсяпоспециальностям060101.65""лечебноедело"",060103.65""педиатрия"",060104.65""медико-профилактическоедело"",060105.65""стоматология""дисциплины""патология"":в2-хтомах/а.д.адо[идр.];ред.:в.в.новицкий,е.д.гольдберг,о.и.уразова;рец.с.в.грачев[идр.].-(учебник).том2,2010.-640с."
2070,616-092/П206-226757,"патофизиологияв2томах:учебникдляиспользованиявучебномпроцессеобразовательныхорганизаций,реализующихпрограммывысшегообразованияпоспециальностям31.05.01""лечебноедело"",31.05.02""педиатрия"",32.05.01""медико-профилактическоедело"",31.05.03""стоматология"".том2/в.в.новицкий[идр.];ред.в.в.новицкий[идр.];рец.:с.в.грачев,а.м.дыгай,2020.-592с."
2073,616-092/П206-338699,"патофизиологияучебникдлястудентовучрежденийвысшегопрофессиональногообразования,обучающихсяпоспециальностям060101.65""лечебноедело"",060103.65""педиатрия"",060104.65""медико-профилактическоедело"",060105.65""стоматология""дисциплины""патология"":в2-хтомах/а.д.адо[идр.];ред.:в.в.новицкий,е.д.гольдберг,о.и.уразова;рец.с.в.грачев[идр.];сибирскиймедицинскийуниверситет(томск),кафедрапатофизиологии.-(учебник).том1,2010.-848с."
2074,616-092/П206-338699,"патофизиологияучебникдлястудентовучрежденийвысшегопрофессиональногообразования,обучающихсяпоспециальностям060101.65""лечебноедело"",060103.65""педиатрия"",060104.65""медико-профилактическоедело"",060105.65""стоматология""дисциплины""патология"":в2-хтомах/а.д.адо[идр.];ред.:в.в.новицкий,е.д.гольдберг,о.и.уразова;рец.с.в.грачев[идр.];сибирскиймедицинскийуниверситет(томск),кафедрапатофизиологии.-(учебник).том1,2010.-848с."
2082,616-092/П206-516879,"патофизиология.руководствокпрактическимзанятиямучебноепособиедлястудентов,обучающихсявучрежденияхвысшегопрофессиональногообразования,поспециальностям060101.65""лечебноедело"",060103.65""педиатрия"",060104.65""медико-профилактическоедело""подисциплине""патофизиология""/в.в.новицкий[идр.];подред.в.в.новицкого,о.и.уразовой,2011.-336с."
2083,616-092/П206-516879,"патофизиология.руководствокпрактическимзанятиямучебноепособиедлястудентов,обучающихсявучрежденияхвысшегопрофессиональногообразования,поспециальностям060101.65""лечебноедело"",060103.65""педиатрия"",060104.65""медико-профилактическоедело""подисциплине""патофизиология""/в.в.новицкий[идр.];подред.в.в.новицкого,о.и.уразовой,2011.-336с."
2085,616-092/П206-524146,"патофизиологияучебникдлястудентовучрежденийвысшегопрофессиональногообразования,обучающихсяпоспециальностям060101.65""лечебноедело"",060103.65""педиатрия"",060104.65""медико-профилактическоедело"",060105.65""стоматология""дисциплины""патология"":в2-хтомах/а.д.адо[идр.];ред.:в.в.новицкий,е.д.гольдберг,о.и.уразова;рец.с.в.грачев[идр.];сибирскиймедицинскийуниверситет(томск),кафедрапатофизиологии.-(учебник).том1,2009.-848с."
2086,616-092/П206-524146,"патофизиологияучебникдлястудентовучрежденийвысшегопрофессиональногообразования,обучающихсяпоспециальностям060101.65""лечебноедело"",060103.65""педиатрия"",060104.65""медико-профилактическоедело"",060105.65""стоматология""дисциплины""патология"":в2-хтомах/а.д.адо[идр.];ред.:в.в.новицкий,е.д.гольдберг,о.и.уразова;рец.с.в.грачев[идр.];сибирскиймедицинскийуниверситет(томск),кафедрапатофизиологии.-(учебник).том1,2009.-848с."
2093,616-092/П206-691594,"патофизиологияучебникдлястудентовучрежденийвысшегопрофессиональногообразования,обучающихсяпоспециальностям060101.65""лечебноедело"",060103.65""педиатрия"",060105.65""медико-профилактическоедело"",060105.65""стоматология""подисциплине""патология"":в2-хтомах/а.д.адо[идр.];подред.в.в.новицкого,е.д.гольдберга,о.и.уразовой;рец.с.в.грачев[идр.];сибирскиймедицинскийуниверситет(томск),кафедрапатофизиологии.-(учебник).том2,2015.-640с."
2095,616-092/П206-699470,"патологическаяфизиологияучебникдлястудентовмедицинскихвузов/сибирскиймедицинскийуниверситет(томск),1994.-468с."
2097,616-092/П206-701796,"патофизиологияучебникдлястудентовучрежденийвысшегопрофессиональногообразования,обучающихсяпоспециальностям060101.65""лечебноедело"",060103.65""педиатрия"",060104.65""медико-профилактическоедело"",060105.65""стоматология""дисциплины""патология"":в2-хтомах/а.д.адо[идр.];ред.:в.в.новицкий,е.д.гольдберг,о.и.уразова;рец.с.в.грачев[идр.].-(учебник).том2,2009.-640с."
